,Title,Artist,Release Year,Genius_Link
3383,You Got It (The Right Stuff),New Kids on the Block,1989,https://genius.com/New-kids-on-the-block-you-got-it-the-right-stuff-lyrics
3384,Armageddon It,Def Leppard,1989,https://genius.com/Def-leppard-armageddon-it-lyrics
3385,Satisfied,Richard Marx,1989,https://genius.com/Richard-marx-satisfied-lyrics
3386,Express Yourself,Madonna,1989,https://genius.com/Madonna-express-yourself-lyrics
3387,I Like It,Dino,1989,https://genius.com/Dino-pop-i-like-it-lyrics
3388,Soldier of Love,Donny Osmond,1989,https://genius.com/Donny-osmond-soldier-of-love-lyrics
3389,Sowing the Seeds of Love,Tears for Fears,1989,https://genius.com/Tears-for-fears-sowing-the-seeds-of-love-lyrics
3390,Cherish,Madonna,1989,https://genius.com/Madonna-cherish-lyrics
3391,When the Children Cry,White Lion,1989,https://genius.com/White-lion-when-the-children-cry-lyrics
3392,18 and Life,Skid Row,1989,https://genius.com/Skid-row-18-and-life-lyrics
3393,I Don't Want Your Love,Duran Duran,1989,https://genius.com/Duran-duran-i-dont-want-your-love-lyrics
3394,Second Chance,.38 Special,1989,https://genius.com/38-special-second-chance-lyrics
3395,The Way You Love Me,Karyn White,1989,https://genius.com/Karyn-white-the-way-you-love-me-lyrics
3396,Funky Cold Medina,Tone Loc,1989,https://genius.com/Tone-loc-funky-cold-medina-lyrics
3397,In Your Room,The Bangles,1989,https://genius.com/The-bangles-in-your-room-lyrics
3398,Miss You Like Crazy,Natalie Cole,1989,https://genius.com/Natalie-cole-miss-you-like-crazy-lyrics
3399,Lovesong,The Cure,1989,https://genius.com/The-cure-lovesong-lyrics
3400,Secret Rendezvous,Karyn White,1989,https://genius.com/Karyn-white-secret-rendezvous-lyrics
3401,Angel Eyes,The Jeff Healey Band,1989,https://genius.com/The-jeff-healey-band-angel-eyes-lyrics
3402,Patience,Guns N' Roses,1989,https://genius.com/Guns-n-roses-patience-lyrics
3403,Walk on Water,Eddie Money,1989,https://genius.com/Eddie-money-walk-on-water-lyrics
3404,Cover Girl,New Kids on the Block,1989,https://genius.com/New-kids-on-the-block-cover-girl-lyrics
3405,Welcome to the Jungle,Guns N' Roses,1989,https://genius.com/Guns-n-roses-welcome-to-the-jungle-lyrics
3406,Shower Me With Your Love,Surface,1989,https://genius.com/Surface-shower-me-with-your-love-lyrics
3407,Stand,R.E.M.,1989,https://genius.com/Rem-stand-lyrics
3408,Close My Eyes Forever,Lita Ford and Ozzy Osbourne,1989,https://genius.com/Lita-ford-close-my-eyes-forever-lyrics
3409,All This Time,Tiffany,1989,https://genius.com/Tiffany-all-this-time-lyrics
3410,After All,Cher and Peter Cetera,1989,https://genius.com/Cher-after-all-lyrics
3411,Roni,Bobby Brown,1989,https://genius.com/Bobby-brown-roni-lyrics
3412,Love in an Elevator,Aerosmith,1989,https://genius.com/Aerosmith-love-in-an-elevator-lyrics
3413,Lay Your Hands on Me,Bon Jovi,1989,https://genius.com/Bon-jovi-lay-your-hands-on-me-lyrics
3414,The Promise,When in Rome,1989,https://genius.com/When-in-rome-the-promise-lyrics
3415,What I Am,Edie Brickell & New Bohemians,1989,https://genius.com/Edie-brickell-and-new-bohemians-what-i-am-lyrics
3416,I Remember Holding You,Boys Club,1989,https://genius.com/Boys-club-i-remember-holding-you-lyrics
3417,Paradise City,Guns N' Roses,1989,https://genius.com/Guns-n-roses-paradise-city-lyrics
3418,I Wanna Have Some Fun,Samantha Fox,1989,https://genius.com/Samantha-fox-i-wanna-have-some-fun-lyrics
3419,She Wants to Dance with Me,Rick Astley,1989,https://genius.com/Rick-astley-she-wants-to-dance-with-me-lyrics
3420,Dreamin',Vanessa Williams,1989,https://genius.com/Vanessa-williams-dreamin-lyrics
3421,It's No Crime,Babyface,1989,https://genius.com/Babyface-its-no-crime-lyrics
3422,Poison,Alice Cooper,1989,https://genius.com/Alice-cooper-poison-lyrics
3423,This Time I Know It's for Real,Donna Summer,1989,https://genius.com/Donna-summer-this-time-i-know-its-for-real-lyrics
3424,Smooth Criminal,Michael Jackson,1989,https://genius.com/Michael-jackson-smooth-criminal-lyrics
3425,Heaven Help Me,Deon Estus,1989,https://genius.com/Deon-estus-heaven-help-me-lyrics
3426,Rock Wit'cha,Bobby Brown,1989,https://genius.com/Bobby-brown-rock-witcha-lyrics
3427,Thinking of You,Sa-Fire,1989,https://genius.com/Safire-thinking-of-you-lyrics
3428,What You Don't Know,Exposé,1989,https://genius.com/Expose-what-you-dont-know-lyrics
3429,Surrender to Me,Ann Wilson and Robin Zander,1989,https://genius.com/Ann-wilson-surrender-to-me-lyrics
3430,The End of the Innocence,Don Henley,1989,https://genius.com/Don-henley-the-end-of-the-innocence-lyrics
3431,Keep on Movin',Soul II Soul,1989,https://genius.com/Soul-ii-soul-keep-on-movin-lyrics
3432,Hold On,Wilson Phillips,1990,https://genius.com/Wilson-phillips-hold-on-lyrics
3433,It Must Have Been Love,Roxette,1990,https://genius.com/Roxette-it-must-have-been-love-lyrics
3434,Nothing Compares 2 U,Sinéad O'Connor,1990,https://genius.com/Sinead-oconnor-nothing-compares-2-u-lyrics
3435,Poison,Bell Biv DeVoe,1990,https://genius.com/Bell-biv-devoe-poison-lyrics
3436,Vogue,Madonna,1990,https://genius.com/Madonna-vogue-lyrics
3437,Vision of Love,Mariah Carey,1990,https://genius.com/Mariah-carey-vision-of-love-lyrics
3438,Another Day in Paradise,Phil Collins,1990,https://genius.com/Phil-collins-another-day-in-paradise-lyrics
3439,Hold On,En Vogue,1990,https://genius.com/En-vogue-hold-on-lyrics
3440,Cradle of Love,Billy Idol,1990,https://genius.com/Billy-idol-cradle-of-love-lyrics
3441,Blaze of Glory,Jon Bon Jovi,1990,https://genius.com/Jon-bon-jovi-blaze-of-glory-lyrics
3442,Do Me!,Bell Biv DeVoe,1990,https://genius.com/Bell-biv-devoe-do-me-lyrics
3443,How Am I Supposed to Live Without You,Michael Bolton,1990,https://genius.com/Michael-bolton-how-am-i-supposed-to-live-without-you-lyrics
3444,Pump Up the Jam,Technotronic,1990,https://genius.com/Technotronic-pump-up-the-jam-lyrics
3445,Opposites Attract,Paula Abdul,1990,https://genius.com/Paula-abdul-opposites-attract-lyrics
3446,Escapade,Janet Jackson,1990,https://genius.com/Janet-jackson-escapade-lyrics
3447,All I Wanna Do Is Make Love to You,Heart,1990,https://genius.com/Heart-all-i-wanna-do-is-make-love-to-you-lyrics
3448,Close to You,Maxi Priest,1990,https://genius.com/Maxi-priest-close-to-you-lyrics
3449,Black Velvet,Alannah Myles,1990,https://genius.com/Alannah-myles-black-velvet-lyrics
3450,Release Me,Wilson Phillips,1990,https://genius.com/Wilson-phillips-release-me-lyrics
3451,Don't Know Much,Linda Ronstadt featuring Aaron Neville,1990,https://genius.com/Linda-ronstadt-and-aaron-neville-dont-know-much-lyrics
3452,All Around the World,Lisa Stansfield,1990,https://genius.com/Lisa-stansfield-all-around-the-world-lyrics
3453,I Wanna Be Rich,Calloway,1990,https://genius.com/Calloway-i-wanna-be-rich-lyrics
3454,Rub You the Right Way,Johnny Gill,1990,https://genius.com/Johnny-gill-rub-you-the-right-way-lyrics
3455,She Ain't Worth It,Glenn Medeiros featuring Bobby Brown,1990,https://genius.com/Glenn-medeiros-she-aint-worth-it-lyrics
3456,If Wishes Came True,Sweet Sensation,1990,https://genius.com/Sweet-sensation-if-wishes-came-true-lyrics
3457,The Power,Snap!,1990,https://genius.com/Snap-the-power-lyrics
3458,(Can't Live Without Your) Love and Affection,Nelson,1990,https://genius.com/Nelson-cant-live-without-your-love-and-affection-lyrics
3459,Love Will Lead You Back,Taylor Dayne,1990,https://genius.com/Taylor-dayne-love-will-lead-you-back-lyrics
3460,Don't Wanna Fall in Love,Jane Child,1990,https://genius.com/Jane-child-dont-wanna-fall-in-love-lyrics
3461,Two to Make It Right,Seduction,1990,https://genius.com/Seduction-two-to-make-it-right-lyrics
3462,Sending All My Love,Linear,1990,https://genius.com/Linear-sending-all-my-love-lyrics
3463,Unskinny Bop,Poison,1990,https://genius.com/Poison-unskinny-bop-lyrics
3464,Step by Step,New Kids on the Block,1990,https://genius.com/New-kids-on-the-block-step-by-step-lyrics
3465,Dangerous,Roxette,1990,https://genius.com/Roxette-dangerous-lyrics
3466,We Didn't Start the Fire,Billy Joel,1990,https://genius.com/Billy-joel-we-didnt-start-the-fire-lyrics
3467,I Don't Have the Heart,James Ingram,1990,https://genius.com/James-ingram-i-dont-have-the-heart-lyrics
3468,Downtown Train,Rod Stewart,1990,https://genius.com/Rod-stewart-downtown-train-lyrics
3469,Rhythm Nation,Janet Jackson,1990,https://genius.com/Janet-jackson-rhythm-nation-lyrics
3470,I'll Be Your Everything,Tommy Page,1990,https://genius.com/Tommy-page-ill-be-your-everything-lyrics
3471,Roam,The B-52's,1990,https://genius.com/The-b-52s-roam-lyrics
3472,Everything,Jody Watley,1990,https://genius.com/Jody-watley-everything-lyrics
3473,Back to Life (However Do You Want Me),Soul II Soul featuring Caron Wheeler,1990,https://genius.com/Soul-ii-soul-back-to-life-however-do-you-want-me-lyrics
3474,Here and Now,Luther Vandross,1990,https://genius.com/Luther-vandross-here-and-now-lyrics
3475,Alright,Janet Jackson,1990,https://genius.com/Janet-jackson-alright-lyrics
3476,Ice Ice Baby,Vanilla Ice,1990,https://genius.com/Vanilla-ice-ice-ice-baby-lyrics
3477,Blame It on the Rain,Milli Vanilli,1990,https://genius.com/Milli-vanilli-blame-it-on-the-rain-lyrics
3478,Have You Seen Her,MC Hammer,1990,https://genius.com/Mc-hammer-have-you-seen-her-lyrics
3479,With Every Beat of My Heart,Taylor Dayne,1990,https://genius.com/Taylor-dayne-with-every-beat-of-my-heart-lyrics
3480,Come Back to Me,Janet Jackson,1990,https://genius.com/Janet-jackson-come-back-to-me-lyrics
3481,No More Lies,Michel'le,1990,https://genius.com/Michelle-no-more-lies-lyrics
3482,Praying for Time,George Michael,1990,https://genius.com/George-michael-praying-for-time-lyrics
3483,How Can We Be Lovers,Michael Bolton,1990,https://genius.com/Michael-bolton-how-can-we-be-lovers-lyrics
3484,Do You Remember?,Phil Collins,1990,https://genius.com/Phil-collins-do-you-remember-lyrics
3485,Ready or Not,After 7,1990,https://genius.com/After-7-ready-or-not-lyrics
3486,U Can't Touch This,MC Hammer,1990,https://genius.com/Mc-hammer-u-cant-touch-this-lyrics
3487,I Wish It Would Rain Down,Phil Collins,1990,https://genius.com/Phil-collins-i-wish-it-would-rain-down-lyrics
3488,Just Between You and Me,Lou Gramm,1990,https://genius.com/Lou-gramm-just-between-you-and-me-lyrics
3489,Something Happened on the Way to Heaven,Phil Collins,1990,https://genius.com/Phil-collins-something-happened-on-the-way-to-heaven-lyrics
3490,Black Cat,Janet Jackson,1990,https://genius.com/Janet-jackson-black-cat-lyrics
3491,Can't Stop,After 7,1990,https://genius.com/After-7-cant-stop-lyrics
3492,Janie's Got a Gun,Aerosmith,1990,https://genius.com/Aerosmith-janies-got-a-gun-lyrics
3493,The Humpty Dance,Digital Underground,1990,https://genius.com/Digital-underground-the-humpty-dance-lyrics
3494,I'll Be Your Shelter,Taylor Dayne,1990,https://genius.com/Taylor-dayne-ill-be-your-shelter-lyrics
3495,Free Fallin',Tom Petty,1990,https://genius.com/Tom-petty-free-fallin-lyrics
3496,Giving You the Benefit,Pebbles,1990,https://genius.com/Pebbles-giving-you-the-benefit-lyrics
3497,Enjoy the Silence,Depeche Mode,1990,https://genius.com/Depeche-mode-enjoy-the-silence-lyrics
3498,Love Song,Tesla,1990,https://genius.com/Tesla-love-song-lyrics
3499,Price of Love,Bad English,1990,https://genius.com/Bad-english-price-of-love-lyrics
3500,Girls Nite Out,Tyler Collins,1990,https://genius.com/Tyler-collins-girls-nite-out-lyrics
3501,King of Wishful Thinking,Go West,1990,https://genius.com/Go-west-king-of-wishful-thinking-lyrics
3502,What Kind of Man Would I Be?,Chicago,1990,https://genius.com/Chicago-what-kind-of-man-would-i-be-lyrics
3503,I Remember You,Skid Row,1990,https://genius.com/Skid-row-i-remember-you-lyrics
3504,Get Up! (Before the Night Is Over),Technotronic featuring Ya Kid K,1990,https://genius.com/Technotronic-get-up-before-the-night-is-over-lyrics
3505,Here We Are,Gloria Estefan,1990,https://genius.com/Gloria-estefan-here-we-are-lyrics
3506,Epic,Faith No More,1990,https://genius.com/Faith-no-more-epic-lyrics
3507,Love Takes Time,Mariah Carey,1990,https://genius.com/Mariah-carey-love-takes-time-lyrics
3508,Just Like Jesse James,Cher,1990,https://genius.com/Cher-just-like-jesse-james-lyrics
3509,Love Shack,The B-52's,1990,https://genius.com/The-b-52s-love-shack-lyrics
3510,All or Nothing,Milli Vanilli,1990,https://genius.com/Milli-vanilli-all-or-nothing-lyrics
3511,Romeo,Dino,1990,https://genius.com/Dino-pop-romeo-lyrics
3512,Everybody Everybody,Black Box,1990,https://genius.com/Black-box-everybody-everybody-lyrics
3513,I Go to Extremes,Billy Joel,1990,https://genius.com/Billy-joel-i-go-to-extremes-lyrics
3514,Whip Appeal,Babyface,1990,https://genius.com/Babyface-whip-appeal-lyrics
3515,Oh Girl,Paul Young,1990,https://genius.com/Paul-young-oh-girl-lyrics
3516,C'mon and Get My Love,D Mob with Cathy Dennis,1990,https://genius.com/D-mob-cmon-and-get-my-love-lyrics
3517,(It's Just) The Way That You Love Me,Paula Abdul,1990,https://genius.com/Paula-abdul-its-just-the-way-that-you-love-me-lyrics
3518,We Can't Go Wrong,The Cover Girls,1990,https://genius.com/The-cover-girls-we-cant-go-wrong-lyrics
3519,When I'm Back on My Feet Again,Michael Bolton,1990,https://genius.com/Michael-bolton-when-im-back-on-my-feet-again-lyrics
3520,Make You Sweat,Keith Sweat,1990,https://genius.com/Keith-sweat-make-you-sweat-lyrics
3521,This One's for the Children,New Kids on the Block,1990,https://genius.com/New-kids-on-the-block-this-ones-for-the-children-lyrics
3522,What It Takes,Aerosmith,1990,https://genius.com/Aerosmith-what-it-takes-lyrics
3523,Forever,Kiss,1990,https://genius.com/Kiss-forever-lyrics
3524,Jerk Out,The Time,1990,https://genius.com/The-time-jerk-out-lyrics
3525,Just a Friend,Biz Markie,1990,https://genius.com/Biz-markie-just-a-friend-lyrics
3526,Whole Wide World,A'Me Lorain,1990,https://genius.com/Ame-lorain-whole-wide-world-lyrics
3527,Without You,Mötley Crüe,1990,https://genius.com/Motley-crue-without-you-lyrics
3528,Swing the Mood,Jive Bunny and the Mastermixers,1990,https://genius.com/Hitradio-o3-nummer-eins-hits-in-osterreich-1989-annotated
3529,Thieves in the Temple,Prince,1990,https://genius.com/Prince-thieves-in-the-temple-lyrics
3530,Mentirosa,Mellow Man Ace,1990,https://genius.com/Mellow-man-ace-mentirosa-lyrics
3531,Tic-Tac-Toe,Kyper,1990,https://genius.com/Kyper-tic-tac-toe-lyrics
3532,(Everything I Do) I Do It for You,Bryan Adams,1991,https://genius.com/Bryan-adams-everything-i-do-i-do-it-for-you-lyrics
3533,I Wanna Sex You Up,Color Me Badd,1991,https://genius.com/Color-me-badd-i-wanna-sex-you-up-lyrics
3534,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1991,https://genius.com/C-c-music-factory-gonna-make-you-sweat-everybody-dance-now-lyrics
3535,Rush Rush,Paula Abdul,1991,https://genius.com/Paula-abdul-rush-rush-lyrics
3536,One More Try,Timmy T,1991,https://genius.com/Timmy-t-one-more-try-lyrics
3537,Unbelievable,EMF,1991,https://genius.com/Emf-unbelievable-lyrics
3538,More Than Words,Extreme,1991,https://genius.com/Extreme-more-than-words-lyrics
3539,I Like the Way (The Kissing Game),Hi-Five,1991,https://genius.com/Hi-five-i-like-the-way-the-kissing-game-lyrics
3540,The First Time,Surface,1991,https://genius.com/Surface-the-first-time-lyrics
3541,Baby Baby,Amy Grant,1991,https://genius.com/Amy-grant-baby-baby-lyrics
3542,Motownphilly,Boyz II Men,1991,https://genius.com/Boyz-ii-men-motownphilly-lyrics
3543,Because I Love You (The Postman Song),Stevie B,1991,https://genius.com/Stevie-b-because-i-love-you-the-postman-song-lyrics
3544,Someday,Mariah Carey,1991,https://genius.com/Mariah-carey-someday-lyrics
3545,High Enough,Damn Yankees,1991,https://genius.com/Damn-yankees-high-enough-lyrics
3546,From a Distance,Bette Midler,1991,https://genius.com/Bette-midler-from-a-distance-lyrics
3547,All the Man That I Need,Whitney Houston,1991,https://genius.com/Whitney-houston-all-the-man-that-i-need-lyrics
3548,"Right Here, Right Now",Jesus Jones,1991,https://genius.com/Jesus-jones-right-here-right-now-lyrics
3549,I Adore Mi Amor,Color Me Badd,1991,https://genius.com/Color-me-badd-i-adore-mi-amor-lyrics
3550,Love Will Never Do (Without You),Janet Jackson,1991,https://genius.com/Janet-jackson-love-will-never-do-without-you-lyrics
3551,Good Vibrations,Marky Mark and the Funky Bunch featuring Loleatta Holloway,1991,https://genius.com/Marky-mark-and-the-funky-bunch-good-vibrations-lyrics
3552,Justify My Love,Madonna,1991,https://genius.com/Madonna-justify-my-love-lyrics
3553,Emotions,Mariah Carey,1991,https://genius.com/Mariah-carey-emotions-lyrics
3554,Joyride,Roxette,1991,https://genius.com/Roxette-joyride-lyrics
3555,Romantic,Karyn White,1991,https://genius.com/Karyn-white-romantic-lyrics
3556,Hold You Tight,Tara Kemp,1991,https://genius.com/Tara-kemp-hold-you-tight-lyrics
3557,I Don't Wanna Cry,Mariah Carey,1991,https://genius.com/Mariah-carey-i-dont-wanna-cry-lyrics
3558,You're in Love,Wilson Phillips,1991,https://genius.com/Wilson-phillips-youre-in-love-lyrics
3559,Every Heartbeat,Amy Grant,1991,https://genius.com/Amy-grant-every-heartbeat-lyrics
3560,Sensitivity,Ralph Tresvant,1991,https://genius.com/Ralph-tresvant-sensitivity-lyrics
3561,Touch Me (All Night Long),Cathy Dennis,1991,https://genius.com/Cathy-dennis-touch-me-all-night-long-lyrics
3562,I've Been Thinking About You,Londonbeat,1991,https://genius.com/Londonbeat-ive-been-thinking-about-you-lyrics
3563,Do Anything,Natural Selection,1991,https://genius.com/Natural-selection-do-anything-lyrics
3564,Losing My Religion,R.E.M.,1991,https://genius.com/Rem-losing-my-religion-lyrics
3565,Coming Out of the Dark,Gloria Estefan,1991,https://genius.com/Gloria-estefan-coming-out-of-the-dark-lyrics
3566,It Ain't Over 'til It's Over,Lenny Kravitz,1991,https://genius.com/Lenny-kravitz-it-aint-over-til-its-over-lyrics
3567,Here We Go,C+C Music Factory,1991,https://genius.com/C-c-music-factory-here-we-go-lets-rock-and-roll-lyrics
3568,Where Does My Heart Beat Now,Celine Dion,1991,https://genius.com/Celine-dion-where-does-my-heart-beat-now-lyrics
3569,Summertime,DJ Jazzy Jeff & The Fresh Prince,1991,https://genius.com/Dj-jazzy-jeff-and-the-fresh-prince-summertime-lyrics
3570,Wind of Change,Scorpions,1991,https://genius.com/Scorpions-wind-of-change-lyrics
3571,P.A.S.S.I.O.N.,Rythm Syndicate,1991,https://genius.com/Rythm-syndicate-passion-lyrics
3572,The Promise of a New Day,Paula Abdul,1991,https://genius.com/Paula-abdul-the-promise-of-a-new-day-lyrics
3573,I'm Your Baby Tonight,Whitney Houston,1991,https://genius.com/Whitney-houston-im-your-baby-tonight-lyrics
